leftArm	 a 	 d 	 alpha 	 offset
leftTaxel31_3 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel31_4 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel31_5 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel31_7 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel31_8 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel31_9 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel31_11 0.00000000 0.00000000 0.00000000 0.00000000

rightArmSkin	 a 	 d 	 alpha 	 offset
rightPlastic 0.00430913 -0.00501770 2.79789163 -1.47362295
rightUpperPatch 0.00000000 0.00000000 0.00000000 0.00000000
rightLowerPatch 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle7 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle8 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle9 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle10 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle11 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle14 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle15 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle0 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle13 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle12 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle1 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle2 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle3 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle4 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle5 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle6 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle19 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle22 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle23 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle25 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle26 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle20 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle21 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle31 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel0_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel0_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel0_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel0_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel0_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel0_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel0_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel0_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel0_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel0_11 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel1_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel1_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel1_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel1_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel1_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel1_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel1_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel1_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel1_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel1_11 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel2_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel2_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel2_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel2_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel2_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel2_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel2_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel2_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel2_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel2_11 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel3_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel3_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel3_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel3_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel3_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel3_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel3_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel3_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel3_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel3_11 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel4_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel4_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel4_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel4_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel4_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel4_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel4_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel4_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel4_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel4_11 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel5_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel5_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel5_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel5_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel5_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel5_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel5_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel5_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel5_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel5_11 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel6_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel6_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel6_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel6_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel6_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel6_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel6_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel6_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel6_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel6_11 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel7_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel7_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel7_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel7_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel7_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel7_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel7_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel7_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel7_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel7_11 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel8_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel8_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel8_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel8_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel8_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel8_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel8_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel8_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel8_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel8_11 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel9_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel9_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel9_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel9_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel9_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel9_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel9_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel9_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel9_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel9_11 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel10_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel10_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel10_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel10_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel10_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel10_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel10_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel10_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel10_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel10_11 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel11_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel11_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel11_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel11_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel11_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel11_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel11_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel11_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel11_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel11_11 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel12_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel12_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel12_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel12_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel12_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel12_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel12_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel12_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel12_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel12_11 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel13_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel13_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel13_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel13_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel13_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel13_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel13_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel13_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel13_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel13_11 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel14_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel14_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel14_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel14_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel14_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel14_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel14_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel14_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel14_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel14_11 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel15_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel15_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel15_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel15_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel15_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel15_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel15_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel15_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel15_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel15_11 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel19_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel19_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel19_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel19_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel19_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel19_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel19_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel19_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel19_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel19_11 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel20_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel20_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel20_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel20_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel20_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel20_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel20_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel20_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel20_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel20_11 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel21_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel21_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel21_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel21_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel21_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel21_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel21_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel21_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel21_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel21_11 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel22_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel22_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel22_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel22_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel22_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel22_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel22_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel22_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel22_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel22_11 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel23_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel23_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel23_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel23_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel23_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel23_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel23_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel23_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel23_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel23_11 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel25_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel25_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel25_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel25_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel25_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel25_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel25_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel25_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel25_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel25_11 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel26_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel26_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel26_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel26_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel26_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel26_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel26_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel26_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel26_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel26_11 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel31_0 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel31_1 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel31_2 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel31_3 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel31_4 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel31_5 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel31_7 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel31_8 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel31_9 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel31_11 0.00000000 0.00000000 0.00000000 0.00000000

