leftArm	 a 	 d 	 alpha 	 offset
leftShoulderPitch 0.00000000 0.10000000 -1.57079633 0.00000000
leftShoulderRoll 0.00000000 0.09800000 1.57079633 0.00000000
leftElbowYaw 0.00000000 0.00000000 1.57079633 1.57079633
leftElbowRoll 0.01500000 0.10500000 -1.57079633 0.00000000
leftWristYaw 0.00000000 0.00000000 1.57079633 0.00000000
leftEE 0.00000000 0.11370000 -1.57079633 3.14159265

rightArm	 a 	 d 	 alpha 	 offset
rightShoulderPitch 0.00000000 0.10000000 -1.57079633 0.00000000
rightShoulderRoll 0.00000000 -0.09800000 1.57079633 0.00000000
rightElbowYaw 0.00000000 0.00000000 1.57079633 1.57079633
rightElbowRoll -0.01500000 0.10500000 -1.57079633 0.00000000
rightWristYaw 0.00000000 0.00000000 1.57079633 0.00000000
rightEE 0.00000000 0.11370000 -1.57079633 3.14159265

head	 a 	 d 	 alpha 	 offset
headYaw 0.00000000 0.12650000 0.00000000 0.00000000
headPitch 0.00000000 0.00000000 -1.57079633 0.00000000
headEE 0.00000000 0.00000000 0.00000000 0.00000000

torsoSkin	 x(a) 	 y(d) 	 z(alfa) 	 alfa(offset) 	 beta(-) 	 gama(-)
leftTaxel23_5 0.00980172 -0.00284449 -0.00488987 0.00000000 0.00000000 0.00000000
leftTaxel23_7 0.00653520 0.00000036 0.00000061 0.00000000 0.00000000 0.00000000
leftTaxel23_8 0.00326819 0.00284564 0.00489185 0.00000000 0.00000000 0.00000000
leftTaxel23_9 0.00000168 0.00569049 0.00978233 0.00000000 0.00000000 0.00000000
leftTaxel23_11 -0.00326651 0.00284485 0.00489048 0.00000000 0.00000000 0.00000000
leftTaxel25_0 0.00326701 0.00544243 0.00155419 0.00000000 0.00000000 0.00000000
leftTaxel25_1 0.00000003 0.01088199 0.00310755 0.00000000 0.00000000 0.00000000
leftTaxel25_2 -0.00326699 0.00544244 0.00155419 0.00000000 0.00000000 0.00000000
leftTaxel25_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel25_4 -0.00653300 0.00000002 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel25_5 -0.00980001 -0.00544241 -0.00155418 0.00000000 0.00000000 0.00000000
leftTaxel25_7 -0.00326701 -0.00544243 -0.00155419 0.00000000 0.00000000 0.00000000
leftTaxel25_8 0.00326699 -0.00544244 -0.00155419 0.00000000 0.00000000 0.00000000
leftTaxel25_9 0.00979999 -0.00544246 -0.00155419 0.00000000 0.00000000 0.00000000
leftTaxel25_11 0.00653300 -0.00000002 -0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel26_0 0.00653520 0.00000064 -0.00000018 0.00000000 0.00000000 0.00000000
leftTaxel26_1 0.00980084 0.00544095 -0.00155376 0.00000000 0.00000000 0.00000000
leftTaxel26_2 0.00326823 0.00544175 -0.00155399 0.00000000 0.00000000 0.00000000
leftTaxel26_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel26_4 -0.00326647 0.00544028 -0.00155357 0.00000000 0.00000000 0.00000000
leftTaxel26_5 -0.00980168 0.00543964 -0.00155339 0.00000000 0.00000000 0.00000000
leftTaxel26_7 -0.00653520 -0.00000064 0.00000018 0.00000000 0.00000000 0.00000000
leftTaxel26_8 -0.00326823 -0.00544175 0.00155399 0.00000000 0.00000000 0.00000000
leftTaxel26_9 -0.00000176 -0.01088203 0.00310757 0.00000000 0.00000000 0.00000000
leftTaxel26_11 0.00326647 -0.00544028 0.00155357 0.00000000 0.00000000 0.00000000
leftTaxel31_0 0.00653520 0.00000033 -0.00000057 0.00000000 0.00000000 0.00000000
leftTaxel31_1 0.00980084 0.00284521 -0.00489110 0.00000000 0.00000000 0.00000000
leftTaxel31_2 0.00326823 0.00284563 -0.00489183 0.00000000 0.00000000 0.00000000
leftTaxel31_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
leftTaxel31_4 -0.00326647 0.00284486 -0.00489050 0.00000000 0.00000000 0.00000000
leftTaxel31_5 -0.00980168 0.00284453 -0.00488993 0.00000000 0.00000000 0.00000000
leftTaxel31_7 -0.00653520 -0.00000033 0.00000057 0.00000000 0.00000000 0.00000000
leftTaxel31_8 -0.00326823 -0.00284563 0.00489183 0.00000000 0.00000000 0.00000000
leftTaxel31_9 -0.00000176 -0.00569049 0.00978233 0.00000000 0.00000000 0.00000000
leftTaxel31_11 0.00326647 -0.00284486 0.00489050 0.00000000 0.00000000 0.00000000

rightArmSkin	 x(a) 	 y(d) 	 z(alfa) 	 alfa(offset) 	 beta(-) 	 gama(-)
rightPlastic 0.01669964 -0.00394113 2.90841484 -1.53254582 NaN   NaN  
rightUpperPatch 0.02930032 0.02898298 0.02227676 0.00000000 0.00000000 0.00000000
rightLowerPatch 0.02036720 -0.00956580 -0.03463356 0.00000000 0.00000000 0.00000000
rightTriangle0 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle1 0.00886380 -0.01285459 0.01121714 0.00000000 0.00000000 0.00000000
rightTriangle2 -0.00106561 -0.02898298 0.01420371 0.00000000 0.00000000 0.00000000
rightTriangle3 0.00886380 -0.04511136 0.01121714 0.00000000 0.00000000 0.00000000
rightTriangle4 0.02817148 -0.04514900 0.01269222 0.00000000 0.00000000 0.00000000
rightTriangle5 0.03858133 -0.05853725 0.00355600 0.00000000 0.00000000 0.00000000
rightTriangle6 0.05786743 -0.05875438 0.00533018 0.00000000 0.00000000 0.00000000
rightTriangle7 0.06673607 -0.04521385 0.01561495 0.00000000 0.00000000 0.00000000
rightTriangle8 0.05691062 -0.02898298 0.01825780 0.00000000 0.00000000 0.00000000
rightTriangle9 0.06673607 -0.01275211 0.01561495 0.00000000 0.00000000 0.00000000
rightTriangle10 0.05786743 0.00078843 0.00533018 0.00000000 0.00000000 0.00000000
rightTriangle11 0.03858133 0.00057130 0.00355600 0.00000000 0.00000000 0.00000000
rightTriangle12 0.02817148 -0.01281695 0.01269222 0.00000000 0.00000000 0.00000000
rightTriangle13 0.03758910 -0.02898298 0.01690671 0.00000000 0.00000000 0.00000000
rightTriangle14 0.03019503 0.00828272 -0.01196366 0.00000000 0.00000000 0.00000000
rightTriangle15 0.01096055 0.00741453 -0.01402389 0.00000000 0.00000000 0.00000000
rightTriangle19 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle20 0.00000000 0.01913159 0.00000000 0.00000000 0.00000000 0.00000000
rightTriangle21 0.01704779 0.02807244 0.00245316 0.00000000 0.00000000 0.00000000
rightTriangle22 0.01704779 -0.00894085 0.00245316 0.00000000 0.00000000 0.00000000
rightTriangle23 0.01810194 -0.02255951 0.01588477 0.00000000 0.00000000 0.00000000
rightTriangle25 0.03345866 0.00000307 -0.00242242 0.00000000 0.00000000 0.00000000
rightTriangle26 0.03345866 0.01912853 -0.00242242 0.00000000 0.00000000 0.00000000
rightTriangle31 0.01810194 0.04169110 0.01588477 0.00000000 0.00000000 0.00000000
rightTaxel0_0 -0.00565776 0.00198575 -0.00259357 0.00000000 0.00000000 0.00000000
rightTaxel0_1 -0.00565710 0.00595863 -0.00778252 0.00000000 0.00000000 0.00000000
rightTaxel0_2 0.00000066 0.00397288 -0.00518894 0.00000000 0.00000000 0.00000000
rightTaxel0_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel0_4 0.00565929 0.00198682 -0.00259497 0.00000000 0.00000000 0.00000000
rightTaxel0_5 0.01131705 0.00000107 -0.00000140 0.00000000 0.00000000 0.00000000
rightTaxel0_7 0.00565776 -0.00198575 0.00259357 0.00000000 0.00000000 0.00000000
rightTaxel0_8 -0.00000066 -0.00397288 0.00518894 0.00000000 0.00000000 0.00000000
rightTaxel0_9 -0.00565845 -0.00595812 0.00778185 0.00000000 0.00000000 0.00000000
rightTaxel0_11 -0.00565929 -0.00198682 0.00259497 0.00000000 0.00000000 0.00000000
rightTaxel1_0 -0.00565774 -0.00293591 0.00143198 0.00000000 0.00000000 0.00000000
rightTaxel1_1 -0.01131705 0.00000151 -0.00000073 0.00000000 0.00000000 0.00000000
rightTaxel1_2 -0.00565931 0.00293741 -0.00143271 0.00000000 0.00000000 0.00000000
rightTaxel1_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel1_4 -0.00000071 0.00587377 -0.00286491 0.00000000 0.00000000 0.00000000
rightTaxel1_5 0.00565702 0.00880968 -0.00429689 0.00000000 0.00000000 0.00000000
rightTaxel1_7 0.00565774 0.00293591 -0.00143198 0.00000000 0.00000000 0.00000000
rightTaxel1_8 0.00565931 -0.00293741 0.00143271 0.00000000 0.00000000 0.00000000
rightTaxel1_9 0.00565852 -0.00880885 0.00429648 0.00000000 0.00000000 0.00000000
rightTaxel1_11 0.00000071 -0.00587377 0.00286491 0.00000000 0.00000000 0.00000000
rightTaxel2_0 -0.00565776 0.00325852 0.00022786 0.00000000 0.00000000 0.00000000
rightTaxel2_1 -0.00565710 0.00977780 0.00068373 0.00000000 0.00000000 0.00000000
rightTaxel2_2 0.00000066 0.00651928 0.00045587 0.00000000 0.00000000 0.00000000
rightTaxel2_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel2_4 0.00565929 0.00326027 0.00022798 0.00000000 0.00000000 0.00000000
rightTaxel2_5 0.01131705 0.00000175 0.00000012 0.00000000 0.00000000 0.00000000
rightTaxel2_7 0.00565776 -0.00325852 -0.00022786 0.00000000 0.00000000 0.00000000
rightTaxel2_8 -0.00000066 -0.00651928 -0.00045587 0.00000000 0.00000000 0.00000000
rightTaxel2_9 -0.00565845 -0.00977696 -0.00068367 0.00000000 0.00000000 0.00000000
rightTaxel2_11 -0.00565929 -0.00326027 -0.00022798 0.00000000 0.00000000 0.00000000
rightTaxel3_0 -0.00565774 -0.00293591 -0.00143198 0.00000000 0.00000000 0.00000000
rightTaxel3_1 -0.01131705 0.00000151 0.00000073 0.00000000 0.00000000 0.00000000
rightTaxel3_2 -0.00565931 0.00293741 0.00143271 0.00000000 0.00000000 0.00000000
rightTaxel3_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel3_4 -0.00000071 0.00587377 0.00286491 0.00000000 0.00000000 0.00000000
rightTaxel3_5 0.00565702 0.00880968 0.00429689 0.00000000 0.00000000 0.00000000
rightTaxel3_7 0.00565774 0.00293591 0.00143198 0.00000000 0.00000000 0.00000000
rightTaxel3_8 0.00565931 -0.00293741 -0.00143271 0.00000000 0.00000000 0.00000000
rightTaxel3_9 0.00565852 -0.00880885 -0.00429648 0.00000000 0.00000000 0.00000000
rightTaxel3_11 0.00000071 -0.00587377 -0.00286491 0.00000000 0.00000000 0.00000000
rightTaxel4_0 0.00000000 -0.00591554 -0.00277244 0.00000000 0.00000000 0.00000000
rightTaxel4_1 -0.00566000 -0.00887377 -0.00415888 0.00000000 0.00000000 0.00000000
rightTaxel4_2 -0.00566000 -0.00295822 -0.00138643 0.00000000 0.00000000 0.00000000
rightTaxel4_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel4_4 -0.00566000 0.00295822 0.00138643 0.00000000 0.00000000 0.00000000
rightTaxel4_5 -0.00566000 0.00887377 0.00415888 0.00000000 0.00000000 0.00000000
rightTaxel4_7 0.00000000 0.00591554 0.00277244 0.00000000 0.00000000 0.00000000
rightTaxel4_8 0.00566000 0.00295822 0.00138643 0.00000000 0.00000000 0.00000000
rightTaxel4_9 0.01131700 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel4_11 0.00566000 -0.00295822 -0.00138643 0.00000000 0.00000000 0.00000000
rightTaxel5_0 -0.00565774 -0.00214449 -0.00246399 0.00000000 0.00000000 0.00000000
rightTaxel5_1 -0.01131705 0.00000110 0.00000126 0.00000000 0.00000000 0.00000000
rightTaxel5_2 -0.00565931 0.00214559 0.00246526 0.00000000 0.00000000 0.00000000
rightTaxel5_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel5_4 -0.00000071 0.00429042 0.00492963 0.00000000 0.00000000 0.00000000
rightTaxel5_5 0.00565702 0.00643491 0.00739362 0.00000000 0.00000000 0.00000000
rightTaxel5_7 0.00565774 0.00214449 0.00246399 0.00000000 0.00000000 0.00000000
rightTaxel5_8 0.00565931 -0.00214559 -0.00246526 0.00000000 0.00000000 0.00000000
rightTaxel5_9 0.00565852 -0.00643430 -0.00739292 0.00000000 0.00000000 0.00000000
rightTaxel5_11 0.00000071 -0.00429042 -0.00492963 0.00000000 0.00000000 0.00000000
rightTaxel6_0 0.00000000 -0.00443129 -0.00480039 0.00000000 0.00000000 0.00000000
rightTaxel6_1 -0.00566000 -0.00664727 -0.00720096 0.00000000 0.00000000 0.00000000
rightTaxel6_2 -0.00566000 -0.00221598 -0.00240056 0.00000000 0.00000000 0.00000000
rightTaxel6_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel6_4 -0.00566000 0.00221598 0.00240056 0.00000000 0.00000000 0.00000000
rightTaxel6_5 -0.00566000 0.00664727 0.00720096 0.00000000 0.00000000 0.00000000
rightTaxel6_7 0.00000000 0.00443129 0.00480039 0.00000000 0.00000000 0.00000000
rightTaxel6_8 0.00566000 0.00221598 0.00240056 0.00000000 0.00000000 0.00000000
rightTaxel6_9 0.01131700 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel6_11 0.00566000 -0.00221598 -0.00240056 0.00000000 0.00000000 0.00000000
rightTaxel7_0 0.00565774 -0.00299533 -0.00130312 0.00000000 0.00000000 0.00000000
rightTaxel7_1 0.00565702 -0.00898798 -0.00391023 0.00000000 0.00000000 0.00000000
rightTaxel7_2 -0.00000071 -0.00599265 -0.00260711 0.00000000 0.00000000 0.00000000
rightTaxel7_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel7_4 -0.00565931 -0.00299686 -0.00130379 0.00000000 0.00000000 0.00000000
rightTaxel7_5 -0.01131705 -0.00000154 -0.00000067 0.00000000 0.00000000 0.00000000
rightTaxel7_7 -0.00565774 0.00299533 0.00130312 0.00000000 0.00000000 0.00000000
rightTaxel7_8 0.00000071 0.00599265 0.00260711 0.00000000 0.00000000 0.00000000
rightTaxel7_9 0.00565852 0.00898713 0.00390986 0.00000000 0.00000000 0.00000000
rightTaxel7_11 0.00565931 0.00299686 0.00130379 0.00000000 0.00000000 0.00000000
rightTaxel8_0 0.00000000 -0.00651709 -0.00045572 0.00000000 0.00000000 0.00000000
rightTaxel8_1 -0.00566000 -0.00977613 -0.00068361 0.00000000 0.00000000 0.00000000
rightTaxel8_2 -0.00566000 -0.00325904 -0.00022789 0.00000000 0.00000000 0.00000000
rightTaxel8_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel8_4 -0.00566000 0.00325904 0.00022789 0.00000000 0.00000000 0.00000000
rightTaxel8_5 -0.00566000 0.00977613 0.00068361 0.00000000 0.00000000 0.00000000
rightTaxel8_7 0.00000000 0.00651709 0.00045572 0.00000000 0.00000000 0.00000000
rightTaxel8_8 0.00566000 0.00325904 0.00022789 0.00000000 0.00000000 0.00000000
rightTaxel8_9 0.01131700 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel8_11 0.00566000 -0.00325904 -0.00022789 0.00000000 0.00000000 0.00000000
rightTaxel9_0 0.00565774 -0.00299533 0.00130312 0.00000000 0.00000000 0.00000000
rightTaxel9_1 0.00565702 -0.00898798 0.00391023 0.00000000 0.00000000 0.00000000
rightTaxel9_2 -0.00000071 -0.00599265 0.00260711 0.00000000 0.00000000 0.00000000
rightTaxel9_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel9_4 -0.00565931 -0.00299686 0.00130379 0.00000000 0.00000000 0.00000000
rightTaxel9_5 -0.01131705 -0.00000154 0.00000067 0.00000000 0.00000000 0.00000000
rightTaxel9_7 -0.00565774 0.00299533 -0.00130312 0.00000000 0.00000000 0.00000000
rightTaxel9_8 0.00000071 0.00599265 -0.00260711 0.00000000 0.00000000 0.00000000
rightTaxel9_9 0.00565852 0.00898713 -0.00390986 0.00000000 0.00000000 0.00000000
rightTaxel9_11 0.00565931 0.00299686 -0.00130379 0.00000000 0.00000000 0.00000000
rightTaxel10_0 0.00565776 0.00221562 -0.00240018 0.00000000 0.00000000 0.00000000
rightTaxel10_1 0.01131705 -0.00000119 0.00000129 0.00000000 0.00000000 0.00000000
rightTaxel10_2 0.00565929 -0.00221682 0.00240147 0.00000000 0.00000000 0.00000000
rightTaxel10_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel10_4 0.00000066 -0.00443278 0.00480201 0.00000000 0.00000000 0.00000000
rightTaxel10_5 -0.00565710 -0.00664841 0.00720219 0.00000000 0.00000000 0.00000000
rightTaxel10_7 -0.00565776 -0.00221562 0.00240018 0.00000000 0.00000000 0.00000000
rightTaxel10_8 -0.00565929 0.00221682 -0.00240147 0.00000000 0.00000000 0.00000000
rightTaxel10_9 -0.00565845 0.00664784 -0.00720157 0.00000000 0.00000000 0.00000000
rightTaxel10_11 -0.00000066 0.00443278 -0.00480201 0.00000000 0.00000000 0.00000000
rightTaxel11_0 0.00000005 0.00428897 -0.00492796 0.00000000 0.00000000 0.00000000
rightTaxel11_1 0.00566007 0.00643375 -0.00739229 0.00000000 0.00000000 0.00000000
rightTaxel11_2 0.00566002 0.00214479 -0.00246433 0.00000000 0.00000000 0.00000000
rightTaxel11_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel11_4 0.00565998 -0.00214484 0.00246439 0.00000000 0.00000000 0.00000000
rightTaxel11_5 0.00565993 -0.00643381 0.00739235 0.00000000 0.00000000 0.00000000
rightTaxel11_7 -0.00000005 -0.00428897 0.00492796 0.00000000 0.00000000 0.00000000
rightTaxel11_8 -0.00566002 -0.00214479 0.00246433 0.00000000 0.00000000 0.00000000
rightTaxel11_9 -0.01131700 0.00000005 -0.00000006 0.00000000 0.00000000 0.00000000
rightTaxel11_11 -0.00565998 0.00214484 -0.00246439 0.00000000 0.00000000 0.00000000
rightTaxel12_0 0.00000000 -0.00591554 0.00277244 0.00000000 0.00000000 0.00000000
rightTaxel12_1 -0.00566000 -0.00887377 0.00415888 0.00000000 0.00000000 0.00000000
rightTaxel12_2 -0.00566000 -0.00295822 0.00138643 0.00000000 0.00000000 0.00000000
rightTaxel12_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel12_4 -0.00566000 0.00295822 -0.00138643 0.00000000 0.00000000 0.00000000
rightTaxel12_5 -0.00566000 0.00887377 -0.00415888 0.00000000 0.00000000 0.00000000
rightTaxel12_7 0.00000000 0.00591554 -0.00277244 0.00000000 0.00000000 0.00000000
rightTaxel12_8 0.00566000 0.00295822 -0.00138643 0.00000000 0.00000000 0.00000000
rightTaxel12_9 0.01131700 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel12_11 0.00566000 -0.00295822 0.00138643 0.00000000 0.00000000 0.00000000
rightTaxel13_0 -0.00565774 -0.00325856 -0.00022786 0.00000000 0.00000000 0.00000000
rightTaxel13_1 -0.01131705 0.00000167 0.00000012 0.00000000 0.00000000 0.00000000
rightTaxel13_2 -0.00565931 0.00326023 0.00022798 0.00000000 0.00000000 0.00000000
rightTaxel13_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel13_4 -0.00000071 0.00651928 0.00045587 0.00000000 0.00000000 0.00000000
rightTaxel13_5 0.00565702 0.00977784 0.00068373 0.00000000 0.00000000 0.00000000
rightTaxel13_7 0.00565774 0.00325856 0.00022786 0.00000000 0.00000000 0.00000000
rightTaxel13_8 0.00565931 -0.00326023 -0.00022798 0.00000000 0.00000000 0.00000000
rightTaxel13_9 0.00565852 -0.00977692 -0.00068367 0.00000000 0.00000000 0.00000000
rightTaxel13_11 0.00000071 -0.00651928 -0.00045587 0.00000000 0.00000000 0.00000000
rightTaxel14_0 0.00565776 0.00086911 -0.00314873 0.00000000 0.00000000 0.00000000
rightTaxel14_1 0.01131705 -0.00000047 0.00000170 0.00000000 0.00000000 0.00000000
rightTaxel14_2 0.00565929 -0.00086958 0.00315042 0.00000000 0.00000000 0.00000000
rightTaxel14_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel14_4 0.00000066 -0.00173882 0.00629963 0.00000000 0.00000000 0.00000000
rightTaxel14_5 -0.00565710 -0.00260793 0.00944836 0.00000000 0.00000000 0.00000000
rightTaxel14_7 -0.00565776 -0.00086911 0.00314873 0.00000000 0.00000000 0.00000000
rightTaxel14_8 -0.00565929 0.00086958 -0.00315042 0.00000000 0.00000000 0.00000000
rightTaxel14_9 -0.00565845 0.00260771 -0.00944755 0.00000000 0.00000000 0.00000000
rightTaxel14_11 -0.00000066 0.00173882 -0.00629963 0.00000000 0.00000000 0.00000000
rightTaxel15_0 0.00000005 0.00144112 -0.00637207 0.00000000 0.00000000 0.00000000
rightTaxel15_1 0.00566007 0.00216178 -0.00955855 0.00000000 0.00000000 0.00000000
rightTaxel15_2 0.00566002 0.00072066 -0.00318648 0.00000000 0.00000000 0.00000000
rightTaxel15_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel15_4 0.00565998 -0.00072068 0.00318656 0.00000000 0.00000000 0.00000000
rightTaxel15_5 0.00565993 -0.00216180 0.00955863 0.00000000 0.00000000 0.00000000
rightTaxel15_7 -0.00000005 -0.00144112 0.00637207 0.00000000 0.00000000 0.00000000
rightTaxel15_8 -0.00566002 -0.00072066 0.00318648 0.00000000 0.00000000 0.00000000
rightTaxel15_9 -0.01131700 0.00000002 -0.00000008 0.00000000 0.00000000 0.00000000
rightTaxel15_11 -0.00565998 0.00072068 -0.00318656 0.00000000 0.00000000 0.00000000
rightTaxel19_0 -0.00326647 -0.00544028 0.00155357 0.00000000 0.00000000 0.00000000
rightTaxel19_1 0.00000176 -0.01088203 0.00310757 0.00000000 0.00000000 0.00000000
rightTaxel19_2 0.00326823 -0.00544175 0.00155399 0.00000000 0.00000000 0.00000000
rightTaxel19_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel19_4 0.00653520 -0.00000064 0.00000018 0.00000000 0.00000000 0.00000000
rightTaxel19_5 0.00980168 0.00543964 -0.00155339 0.00000000 0.00000000 0.00000000
rightTaxel19_7 0.00326647 0.00544028 -0.00155357 0.00000000 0.00000000 0.00000000
rightTaxel19_8 -0.00326823 0.00544175 -0.00155399 0.00000000 0.00000000 0.00000000
rightTaxel19_9 -0.00980084 0.00544095 -0.00155376 0.00000000 0.00000000 0.00000000
rightTaxel19_11 -0.00653520 0.00000064 -0.00000018 0.00000000 0.00000000 0.00000000
rightTaxel20_0 -0.00653300 -0.00000002 -0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel20_1 -0.00979999 -0.00544246 -0.00155419 0.00000000 0.00000000 0.00000000
rightTaxel20_2 -0.00326699 -0.00544244 -0.00155419 0.00000000 0.00000000 0.00000000
rightTaxel20_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel20_4 0.00326701 -0.00544243 -0.00155419 0.00000000 0.00000000 0.00000000
rightTaxel20_5 0.00980001 -0.00544241 -0.00155418 0.00000000 0.00000000 0.00000000
rightTaxel20_7 0.00653300 0.00000002 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel20_8 0.00326699 0.00544244 0.00155419 0.00000000 0.00000000 0.00000000
rightTaxel20_9 -0.00000003 0.01088199 0.00310755 0.00000000 0.00000000 0.00000000
rightTaxel20_11 -0.00326701 0.00544243 0.00155419 0.00000000 0.00000000 0.00000000
rightTaxel21_0 -0.00326647 -0.00489261 -0.00284124 0.00000000 0.00000000 0.00000000
rightTaxel21_1 0.00000176 -0.00978654 -0.00568324 0.00000000 0.00000000 0.00000000
rightTaxel21_2 0.00326823 -0.00489393 -0.00284201 0.00000000 0.00000000 0.00000000
rightTaxel21_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel21_4 0.00653520 -0.00000057 -0.00000033 0.00000000 0.00000000 0.00000000
rightTaxel21_5 0.00980168 0.00489203 0.00284090 0.00000000 0.00000000 0.00000000
rightTaxel21_7 0.00326647 0.00489261 0.00284124 0.00000000 0.00000000 0.00000000
rightTaxel21_8 -0.00326823 0.00489393 0.00284201 0.00000000 0.00000000 0.00000000
rightTaxel21_9 -0.00980084 0.00489321 0.00284159 0.00000000 0.00000000 0.00000000
rightTaxel21_11 -0.00653520 0.00000057 0.00000033 0.00000000 0.00000000 0.00000000
rightTaxel22_0 0.00326649 -0.00489260 0.00284123 0.00000000 0.00000000 0.00000000
rightTaxel22_1 0.00980169 -0.00489201 0.00284089 0.00000000 0.00000000 0.00000000
rightTaxel22_2 0.00653520 0.00000059 -0.00000034 0.00000000 0.00000000 0.00000000
rightTaxel22_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel22_4 0.00326822 0.00489394 -0.00284201 0.00000000 0.00000000 0.00000000
rightTaxel22_5 0.00000173 0.00978654 -0.00568324 0.00000000 0.00000000 0.00000000
rightTaxel22_7 -0.00326649 0.00489260 -0.00284123 0.00000000 0.00000000 0.00000000
rightTaxel22_8 -0.00653520 -0.00000059 0.00000034 0.00000000 0.00000000 0.00000000
rightTaxel22_9 -0.00980082 -0.00489323 0.00284160 0.00000000 0.00000000 0.00000000
rightTaxel22_11 -0.00326822 -0.00489394 0.00284201 0.00000000 0.00000000 0.00000000
rightTaxel23_0 0.00653300 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel23_1 0.00980000 0.00284598 -0.00489244 0.00000000 0.00000000 0.00000000
rightTaxel23_2 0.00326700 0.00284598 -0.00489244 0.00000000 0.00000000 0.00000000
rightTaxel23_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel23_4 -0.00326700 0.00284598 -0.00489244 0.00000000 0.00000000 0.00000000
rightTaxel23_5 -0.00980000 0.00284598 -0.00489244 0.00000000 0.00000000 0.00000000
rightTaxel23_7 -0.00653300 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel23_8 -0.00326700 -0.00284598 0.00489244 0.00000000 0.00000000 0.00000000
rightTaxel23_9 0.00000000 -0.00569046 0.00978229 0.00000000 0.00000000 0.00000000
rightTaxel23_11 0.00326700 -0.00284598 0.00489244 0.00000000 0.00000000 0.00000000
rightTaxel25_0 -0.00326647 -0.00546494 0.00146447 0.00000000 0.00000000 0.00000000
rightTaxel25_1 0.00000176 -0.01093136 0.00292934 0.00000000 0.00000000 0.00000000
rightTaxel25_2 0.00326823 -0.00546642 0.00146487 0.00000000 0.00000000 0.00000000
rightTaxel25_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
rightTaxel25_4 0.00653520 -0.00000064 0.00000017 0.00000000 0.00000000 0.00000000
rightTaxel25_5 0.00980168 0.00546430 -0.00146430 0.00000000 0.00000000 0.00000000
rightTaxel25_7 0.00326647 0.00546494 -0.00146447 0.00000000 0.00000000 0.00000000
rightTaxel25_8 -0.00326823 0.00546642 -0.00146487 0.00000000 0.00000000 0.00000000
rightTaxel25_9 -0.00980084 0.00546561 -0.00146465 0.00000000 0.00000000 0.00000000
rightTaxel25_11 -0.00653520 0.00000064 -0.00000017 0.00000000 0.00000000 0.00000000
rightTaxel26_0 -0.00653300 -0.00000002 -0.00000000 0.00000000 0.00000000 0.00000000
