leftArm	 a 	 d 	 alpha 	 offset
headTaxel2_4 0.00435410 -0.00387262 0.00256238 0.00000000 0.00000000 0.00000000
headTaxel2_5 0.00697367 -0.00225518 0.00824579 0.00000000 0.00000000 0.00000000
headTaxel2_7 0.00276321 0.00180280 0.00539328 0.00000000 0.00000000 0.00000000
headTaxel2_8 -0.00148714 0.00584407 0.00269608 0.00000000 0.00000000 0.00000000
headTaxel2_9 -0.00580870 0.00966095 0.00007796 0.00000000 0.00000000 0.00000000
headTaxel2_11 -0.00458938 0.00395107 -0.00271413 0.00000000 0.00000000 0.00000000
headTaxel3_0 -0.00379953 0.00433110 -0.00306521 0.00000000 0.00000000 0.00000000
headTaxel3_1 -0.00630282 0.00285381 -0.00890444 0.00000000 0.00000000 0.00000000
headTaxel3_2 -0.00210616 -0.00120404 -0.00605930 0.00000000 0.00000000 0.00000000
headTaxel3_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel3_4 0.00179519 -0.00557782 -0.00299544 0.00000000 0.00000000 0.00000000
headTaxel3_5 0.00538487 -0.00993676 0.00008327 0.00000000 0.00000000 0.00000000
headTaxel3_7 0.00359291 -0.00443745 0.00316931 0.00000000 0.00000000 0.00000000
headTaxel3_8 0.00174477 0.00099186 0.00618871 0.00000000 0.00000000 0.00000000
headTaxel3_9 -0.00043211 0.00623704 0.00934091 0.00000000 0.00000000 0.00000000
headTaxel3_11 -0.00193431 0.00542807 0.00303113 0.00000000 0.00000000 0.00000000
headTaxel4_0 -0.00239580 0.00522900 0.00295284 0.00000000 0.00000000 0.00000000
headTaxel4_1 -0.00510685 0.00992545 -0.00066247 0.00000000 0.00000000 0.00000000
headTaxel4_2 -0.00259547 0.00461923 -0.00355082 0.00000000 0.00000000 0.00000000
headTaxel4_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel4_4 -0.00019061 -0.00072766 -0.00639881 0.00000000 0.00000000 0.00000000
headTaxel4_5 0.00222025 -0.00613571 -0.00922862 0.00000000 0.00000000 0.00000000
headTaxel4_7 0.00258703 -0.00532238 -0.00275897 0.00000000 0.00000000 0.00000000
headTaxel4_8 0.00254678 -0.00486429 0.00367429 0.00000000 0.00000000 0.00000000
headTaxel4_9 0.00220758 -0.00458834 0.01008925 0.00000000 0.00000000 0.00000000
headTaxel4_11 -0.00002380 0.00037333 0.00650572 0.00000000 0.00000000 0.00000000
headTaxel5_0 -0.00200204 0.00501951 -0.00371072 0.00000000 0.00000000 0.00000000
headTaxel5_1 -0.00097212 0.00478198 -0.01004763 0.00000000 0.00000000 0.00000000
headTaxel5_2 0.00140291 0.00009324 -0.00629715 0.00000000 0.00000000 0.00000000
headTaxel5_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel5_4 0.00340675 -0.00487594 -0.00258468 0.00000000 0.00000000 0.00000000
headTaxel5_5 0.00497194 -0.01004468 0.00115197 0.00000000 0.00000000 0.00000000
headTaxel5_7 0.00139830 -0.00528829 0.00364333 0.00000000 0.00000000 0.00000000
headTaxel5_8 -0.00226269 -0.00044871 0.00605280 0.00000000 0.00000000 0.00000000
headTaxel5_9 -0.00641270 0.00389787 0.00841764 0.00000000 0.00000000 0.00000000
headTaxel5_11 -0.00359720 0.00487035 0.00254740 0.00000000 0.00000000 0.00000000
headTaxel6_0 -0.00455289 0.00382931 0.00230524 0.00000000 0.00000000 0.00000000
headTaxel6_1 -0.00562128 0.00939626 -0.00095885 0.00000000 0.00000000 0.00000000
headTaxel6_2 -0.00114103 0.00514817 -0.00319938 0.00000000 0.00000000 0.00000000
headTaxel6_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel6_4 0.00294216 0.00080174 -0.00540622 0.00000000 0.00000000 0.00000000
headTaxel6_5 0.00701070 -0.00375594 -0.00777384 0.00000000 0.00000000 0.00000000
headTaxel6_7 0.00420010 -0.00466646 -0.00195290 0.00000000 0.00000000 0.00000000
headTaxel6_8 0.00104455 -0.00558008 0.00348571 0.00000000 0.00000000 0.00000000
headTaxel6_9 -0.00230241 -0.00692326 0.00880079 0.00000000 0.00000000 0.00000000
headTaxel6_11 -0.00339777 -0.00132812 0.00551903 0.00000000 0.00000000 0.00000000
headTaxel7_0 -0.00304180 -0.00105308 0.00576039 0.00000000 0.00000000 0.00000000
headTaxel7_1 -0.00740061 0.00305405 0.00795307 0.00000000 0.00000000 0.00000000
headTaxel7_2 -0.00395490 0.00456787 0.00240454 0.00000000 0.00000000 0.00000000
headTaxel7_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel7_4 -0.00114006 0.00524946 -0.00308660 0.00000000 0.00000000 0.00000000
headTaxel7_5 0.00148075 0.00614550 -0.00913892 0.00000000 0.00000000 0.00000000
headTaxel7_7 0.00280779 0.00084820 -0.00564570 0.00000000 0.00000000 0.00000000
headTaxel7_8 0.00393662 -0.00473926 -0.00247078 0.00000000 0.00000000 0.00000000
headTaxel7_9 0.00444668 -0.01061416 0.00062930 0.00000000 0.00000000 0.00000000
headTaxel7_11 0.00073974 -0.00590564 0.00332493 0.00000000 0.00000000 0.00000000
headTaxel8_0 -0.00247436 0.00521866 0.00319114 0.00000000 0.00000000 0.00000000
headTaxel8_1 -0.00393582 0.01059198 -0.00009892 0.00000000 0.00000000 0.00000000
headTaxel8_2 -0.00113285 0.00543437 -0.00317773 0.00000000 0.00000000 0.00000000
headTaxel8_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel8_4 0.00121436 0.00024370 -0.00628309 0.00000000 0.00000000 0.00000000
headTaxel8_5 0.00306955 -0.00512669 -0.00948172 0.00000000 0.00000000 0.00000000
headTaxel8_7 0.00215237 -0.00532702 -0.00311236 0.00000000 0.00000000 0.00000000
headTaxel8_8 0.00074106 -0.00564532 0.00317211 0.00000000 0.00000000 0.00000000
headTaxel8_9 -0.00098242 -0.00604320 0.00943700 0.00000000 0.00000000 0.00000000
headTaxel8_11 -0.00145179 -0.00041404 0.00635714 0.00000000 0.00000000 0.00000000
headTaxel12_0 -0.00090871 0.00581851 0.00291437 0.00000000 0.00000000 0.00000000
headTaxel12_1 -0.00387488 0.01057115 -0.00034127 0.00000000 0.00000000 0.00000000
headTaxel12_2 -0.00255757 0.00491158 -0.00331677 0.00000000 0.00000000 0.00000000
headTaxel12_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel12_4 -0.00172707 -0.00079065 -0.00621254 0.00000000 0.00000000 0.00000000
headTaxel12_5 -0.00151699 -0.00677078 -0.00895677 0.00000000 0.00000000 0.00000000
headTaxel12_7 0.00057192 -0.00589536 -0.00269553 0.00000000 0.00000000 0.00000000
headTaxel12_8 0.00215540 -0.00504632 0.00353607 0.00000000 0.00000000 0.00000000
headTaxel12_9 0.00329702 -0.00445932 0.00985458 0.00000000 0.00000000 0.00000000
headTaxel12_11 0.00149833 0.00074562 0.00626534 0.00000000 0.00000000 0.00000000
headTaxel13_0 -0.00246352 0.00493501 -0.00330324 0.00000000 0.00000000 0.00000000
headTaxel13_1 -0.00310177 0.00442599 -0.00976931 0.00000000 0.00000000 0.00000000
headTaxel13_2 -0.00026551 -0.00028096 -0.00639519 0.00000000 0.00000000 0.00000000
headTaxel13_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel13_4 0.00216057 -0.00533337 -0.00317657 0.00000000 0.00000000 0.00000000
headTaxel13_5 0.00404072 -0.01063712 0.00036643 0.00000000 0.00000000 0.00000000
headTaxel13_7 0.00219638 -0.00522453 0.00339765 0.00000000 0.00000000 0.00000000
headTaxel13_8 -0.00010076 0.00016807 0.00648115 0.00000000 0.00000000 0.00000000
headTaxel13_9 -0.00282944 0.00505838 0.00975163 0.00000000 0.00000000 0.00000000
headTaxel13_11 -0.00240243 0.00514314 0.00314118 0.00000000 0.00000000 0.00000000
headTaxel15_0 -0.00410065 0.00456935 0.00249315 0.00000000 0.00000000 0.00000000
headTaxel15_1 -0.00444537 0.01032886 -0.00008343 0.00000000 0.00000000 0.00000000
headTaxel15_2 -0.00022914 0.00571813 -0.00224264 0.00000000 0.00000000 0.00000000
headTaxel15_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel15_4 0.00370050 0.00094034 -0.00457858 0.00000000 0.00000000 0.00000000
headTaxel15_5 0.00720972 -0.00344541 -0.00726393 0.00000000 0.00000000 0.00000000
headTaxel15_7 0.00351309 -0.00467622 -0.00228990 0.00000000 0.00000000 0.00000000
headTaxel15_8 -0.00029173 -0.00597802 0.00250977 0.00000000 0.00000000 0.00000000
headTaxel15_9 -0.00485526 -0.00752761 0.00682654 0.00000000 0.00000000 0.00000000
headTaxel15_11 -0.00433958 -0.00147001 0.00498677 0.00000000 0.00000000 0.00000000
headTaxel16_0 -0.00431844 0.00057774 0.00457922 0.00000000 0.00000000 0.00000000
headTaxel16_1 -0.00554947 0.00651349 0.00649962 0.00000000 0.00000000 0.00000000
headTaxel16_2 -0.00093643 0.00569560 0.00270009 0.00000000 0.00000000 0.00000000
headTaxel16_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel16_4 0.00325747 0.00464936 -0.00196813 0.00000000 0.00000000 0.00000000
headTaxel16_5 0.00712137 0.00384657 -0.00681612 0.00000000 0.00000000 0.00000000
headTaxel16_7 0.00406184 -0.00103844 -0.00461653 0.00000000 0.00000000 0.00000000
headTaxel16_8 0.00046077 -0.00604101 -0.00257192 0.00000000 0.00000000 0.00000000
headTaxel16_9 -0.00422430 -0.01060611 -0.00103986 0.00000000 0.00000000 0.00000000
headTaxel16_11 -0.00397106 -0.00518885 0.00201495 0.00000000 0.00000000 0.00000000
headTaxel17_0 -0.00396031 -0.00486326 0.00182609 0.00000000 0.00000000 0.00000000
headTaxel17_1 -0.00762933 -0.00392646 0.00741392 0.00000000 0.00000000 0.00000000
headTaxel17_2 -0.00340479 0.00078373 0.00566136 0.00000000 0.00000000 0.00000000
headTaxel17_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel17_4 0.00025484 0.00557405 0.00353482 0.00000000 0.00000000 0.00000000
headTaxel17_5 0.00361991 0.01070666 0.00132518 0.00000000 0.00000000 0.00000000
headTaxel17_7 0.00345956 0.00507392 -0.00205967 0.00000000 0.00000000 0.00000000
headTaxel17_8 0.00278226 -0.00037426 -0.00563339 0.00000000 0.00000000 0.00000000
headTaxel17_9 0.00179783 -0.00554522 -0.00964826 0.00000000 0.00000000 0.00000000
headTaxel17_11 -0.00096870 -0.00511785 -0.00352373 0.00000000 0.00000000 0.00000000
headTaxel18_0 -0.00313153 0.00111746 0.00552426 0.00000000 0.00000000 0.00000000
headTaxel18_1 -0.00209944 0.00684351 0.00884067 0.00000000 0.00000000 0.00000000
headTaxel18_2 0.00153461 0.00516543 0.00332588 0.00000000 0.00000000 0.00000000
headTaxel18_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel18_4 0.00421416 0.00430413 -0.00220987 0.00000000 0.00000000 0.00000000
headTaxel18_5 0.00654349 0.00377881 -0.00805642 0.00000000 0.00000000 0.00000000
headTaxel18_7 0.00270831 -0.00094767 -0.00568155 0.00000000 0.00000000 0.00000000
headTaxel18_8 -0.00145598 -0.00533480 -0.00330206 0.00000000 0.00000000 0.00000000
headTaxel18_9 -0.00580690 -0.00966226 -0.00110141 0.00000000 0.00000000 0.00000000
headTaxel18_11 -0.00458152 -0.00413294 0.00238310 0.00000000 0.00000000 0.00000000
headTaxel19_0 -0.00380828 -0.00455115 0.00254137 0.00000000 0.00000000 0.00000000
headTaxel19_1 -0.00619041 -0.00379800 0.00860008 0.00000000 0.00000000 0.00000000
headTaxel19_2 -0.00222048 0.00063997 0.00596163 0.00000000 0.00000000 0.00000000
headTaxel19_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel19_4 0.00150406 0.00533684 0.00356830 0.00000000 0.00000000 0.00000000
headTaxel19_5 0.00531495 0.01016363 0.00083699 0.00000000 0.00000000 0.00000000
headTaxel19_7 0.00345251 0.00480963 -0.00271159 0.00000000 0.00000000 0.00000000
headTaxel19_8 0.00159214 -0.00023396 -0.00625283 0.00000000 0.00000000 0.00000000
headTaxel19_9 -0.00101942 -0.00485439 -0.01014005 0.00000000 0.00000000 0.00000000
headTaxel19_11 -0.00200250 -0.00503462 -0.00353067 0.00000000 0.00000000 0.00000000
headTaxel20_0 -0.00288378 -0.00486923 -0.00319723 0.00000000 0.00000000 0.00000000
headTaxel20_1 -0.00571433 -0.00973381 0.00016955 0.00000000 0.00000000 0.00000000
headTaxel20_2 -0.00268698 -0.00488353 0.00332246 0.00000000 0.00000000 0.00000000
headTaxel20_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel20_4 -0.00002713 0.00009520 0.00646855 0.00000000 0.00000000 0.00000000
headTaxel20_5 0.00233278 0.00526626 0.00966820 0.00000000 0.00000000 0.00000000
headTaxel20_7 0.00269528 0.00498420 0.00315716 0.00000000 0.00000000 0.00000000
headTaxel20_8 0.00238345 0.00515646 -0.00325971 0.00000000 0.00000000 0.00000000
headTaxel20_9 0.00130941 0.00561305 -0.00969411 0.00000000 0.00000000 0.00000000
headTaxel20_11 -0.00061674 0.00025267 -0.00644882 0.00000000 0.00000000 0.00000000
headTaxel21_0 -0.00179481 -0.00518495 0.00334405 0.00000000 0.00000000 0.00000000
headTaxel21_1 -0.00013030 -0.00565885 0.00965146 0.00000000 0.00000000 0.00000000
headTaxel21_2 0.00197086 -0.00053906 0.00611767 0.00000000 0.00000000 0.00000000
headTaxel21_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel21_4 0.00382050 0.00461407 0.00260695 0.00000000 0.00000000 0.00000000
headTaxel21_5 0.00558755 0.00990038 -0.00080810 0.00000000 0.00000000 0.00000000
headTaxel21_7 0.00169927 0.00531553 -0.00349437 0.00000000 0.00000000 0.00000000
headTaxel21_8 -0.00243631 0.00094354 -0.00603355 0.00000000 0.00000000 0.00000000
headTaxel21_9 -0.00692751 -0.00314692 -0.00841136 0.00000000 0.00000000 0.00000000
headTaxel21_11 -0.00403978 -0.00437368 -0.00265258 0.00000000 0.00000000 0.00000000
headTaxel22_0 -0.00485011 -0.00388085 -0.00217485 0.00000000 0.00000000 0.00000000
headTaxel22_1 -0.00639966 -0.00927943 0.00115316 0.00000000 0.00000000 0.00000000
headTaxel22_2 -0.00166601 -0.00530123 0.00331266 0.00000000 0.00000000 0.00000000
headTaxel22_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel22_4 0.00274321 -0.00119763 0.00568724 0.00000000 0.00000000 0.00000000
headTaxel22_5 0.00697917 0.00313240 0.00814614 0.00000000 0.00000000 0.00000000
headTaxel22_7 0.00428654 0.00420595 0.00227186 0.00000000 0.00000000 0.00000000
headTaxel22_8 0.00142391 0.00544888 -0.00327718 0.00000000 0.00000000 0.00000000
headTaxel22_9 -0.00214499 0.00723428 -0.00822300 0.00000000 0.00000000 0.00000000
headTaxel22_11 -0.00332426 0.00144515 -0.00549786 0.00000000 0.00000000 0.00000000
headTaxel23_0 -0.00318032 0.00151170 -0.00537065 0.00000000 0.00000000 0.00000000
headTaxel23_1 -0.00793624 -0.00246253 -0.00760724 0.00000000 0.00000000 0.00000000
headTaxel23_2 -0.00435330 -0.00419628 -0.00243458 0.00000000 0.00000000 0.00000000
headTaxel23_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel23_4 -0.00135655 -0.00556589 0.00311677 0.00000000 0.00000000 0.00000000
headTaxel23_5 0.00130749 -0.00676552 0.00883470 0.00000000 0.00000000 0.00000000
headTaxel23_7 0.00277315 -0.00117672 0.00566355 0.00000000 0.00000000 0.00000000
headTaxel23_8 0.00376642 0.00446761 0.00272342 0.00000000 0.00000000 0.00000000
headTaxel23_9 0.00409821 0.01046700 0.00025803 0.00000000 0.00000000 0.00000000
headTaxel23_11 0.00077671 0.00589960 -0.00274410 0.00000000 0.00000000 0.00000000
headTaxel24_0 -0.00234558 -0.00480781 -0.00376284 0.00000000 0.00000000 0.00000000
headTaxel24_1 -0.00368537 -0.01061744 -0.00108223 0.00000000 0.00000000 0.00000000
headTaxel24_2 -0.00094885 -0.00585279 0.00260086 0.00000000 0.00000000 0.00000000
headTaxel24_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel24_4 0.00111806 -0.00110660 0.00630991 0.00000000 0.00000000 0.00000000
headTaxel24_5 0.00251385 0.00396847 0.01013979 0.00000000 0.00000000 0.00000000
headTaxel24_7 0.00187604 0.00486179 0.00377497 0.00000000 0.00000000 0.00000000
headTaxel24_8 0.00053987 0.00597697 -0.00245561 0.00000000 0.00000000 0.00000000
headTaxel24_9 -0.00147780 0.00723923 -0.00858512 0.00000000 0.00000000 0.00000000
headTaxel24_11 -0.00153868 0.00114782 -0.00623518 0.00000000 0.00000000 0.00000000
headTaxel28_0 -0.00051439 -0.00500199 -0.00345204 0.00000000 0.00000000 0.00000000
headTaxel28_1 -0.00365290 -0.01042188 -0.00096999 0.00000000 0.00000000 0.00000000
headTaxel28_2 -0.00234923 -0.00520280 0.00268488 0.00000000 0.00000000 0.00000000
headTaxel28_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel28_4 -0.00181373 0.00021541 0.00641590 0.00000000 0.00000000 0.00000000
headTaxel28_5 -0.00196366 0.00583693 0.00984392 0.00000000 0.00000000 0.00000000
headTaxel28_7 0.00046408 0.00561681 0.00355945 0.00000000 0.00000000 0.00000000
headTaxel28_8 0.00207686 0.00569656 -0.00264783 0.00000000 0.00000000 0.00000000
headTaxel28_9 0.00339887 0.00593969 -0.00900149 0.00000000 0.00000000 0.00000000
headTaxel28_11 0.00157635 0.00022305 -0.00614943 0.00000000 0.00000000 0.00000000
headTaxel29_0 -0.00257751 -0.00534543 0.00266021 0.00000000 0.00000000 0.00000000
headTaxel29_1 -0.00336149 -0.00568684 0.00905948 0.00000000 0.00000000 0.00000000
headTaxel29_2 -0.00042797 -0.00048427 0.00644366 0.00000000 0.00000000 0.00000000
headTaxel29_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel29_4 0.00196712 0.00488874 0.00375228 0.00000000 0.00000000 0.00000000
headTaxel29_5 0.00372543 0.01062411 0.00106188 0.00000000 0.00000000 0.00000000
headTaxel29_7 0.00224809 0.00548619 -0.00277582 0.00000000 0.00000000 0.00000000
headTaxel29_8 0.00006774 0.00060836 -0.00655458 0.00000000 0.00000000 0.00000000
headTaxel29_9 -0.00256356 -0.00396627 -0.01021500 0.00000000 0.00000000 0.00000000
headTaxel29_11 -0.00229789 -0.00472482 -0.00378916 0.00000000 0.00000000 0.00000000
headTaxel31_0 -0.00411690 -0.00429240 -0.00248404 0.00000000 0.00000000 0.00000000
headTaxel31_1 -0.00464439 -0.01024415 -0.00004454 0.00000000 0.00000000 0.00000000
headTaxel31_2 -0.00007505 -0.00613279 0.00229458 0.00000000 0.00000000 0.00000000
headTaxel31_3 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
headTaxel31_4 0.00378892 -0.00176544 0.00491351 0.00000000 0.00000000 0.00000000
headTaxel31_5 0.00715136 0.00263104 0.00809184 0.00000000 0.00000000 0.00000000
headTaxel31_7 0.00346832 0.00440151 0.00296586 0.00000000 0.00000000 0.00000000
headTaxel31_8 -0.00058093 0.00630787 -0.00156014 0.00000000 0.00000000 0.00000000
headTaxel31_9 -0.00526979 0.00831247 -0.00548575 0.00000000 0.00000000 0.00000000
headTaxel31_11 -0.00416263 0.00187879 -0.00451806 0.00000000 0.00000000 0.00000000

dummy	 a 	 d 	 alpha 	 offset
leftDummy 0.00000000 0.05595000 -1.57079633 3.14159265
rightDummy 0.00000000 0.05595000 -1.57079633 3.14159265

